comic_name,active_years,issue_title,publish_date,issue_description,penciler,writer,cover_artist,Imprint,Format,Rating,Price
Fearless (2019),(2019),Fearless (2019) #2,"August 21, 2019","CELEBRATE THE WOMEN OF MARVEL WITH ALL-NEW STORIES! First, a star-studded adventure by Hugo-nominated writer Seanan McGuire! For Captain Marvel of the Avengers, Invisible Woman of the Fantastic Four and Storm of the X-Men, a seemingly simple day at a leadership camp for girls is turning out to be MUCH more complicated - and dangerous! - than they'd bargained for. Then, GWENPOOL, PUNISHER and Rick and Morty veteran Karla Pacheco dives into the dangerous world of Night Nurse! And don't miss your dose of Herstory with profiles on classic and contemporary creators!","Iolanda Zanfardino, Alitha E. Martinez, Claire Roe","Seanan Mcguire, Eve Ewing, Karla Pacheco",Yasmine Putri,, Comic, Rated T+, $4.99
Fearless Defenders (2013),(2013),Fearless Defenders (2013) #11,"November 13, 2013",A new status quo for Marvel's Warrior Women? Sounds like the perfect time for a field trip to New Amazonia! Secrets of Hippolyta's resurrection are revealed! And love is in the air for the Fearless Defenders!,Mark Brooks,Cullen Bunn,,, Comic,, $3.99
Fearless Defenders (2013),(2013),Fearless Defenders (2013) #6,"July 10, 2013",Still guest staring most of the heroines in the Marvel Universe. Someone dies... Stock up on tissues.,Mark Brooks,Cullen Bunn,,, Comic,, $2.99
Fearless Defenders (2013),(2013),Fearless Defenders (2013) #4,"May 22, 2013",AGE OF ULTRON TIE IN! In a world where some villains became heroes instead Warrior Woman teams up with...Caroline LeFay? The connection between the Fearless Defenders greatest foe and Morgan LeFay is finally revealed!(And it's true in our world too!),Phil Jimenez,Cullen Bunn,,, Comic,, $3.99
FF (2011 - 2012),(2011 - 2012),FF (2011) #17,"April 25, 2012","Now that he's back among the living, the Human Torch moves in with Spider-Man! Can two superheroes share an apartment without driving each other crazy?",Nick Dragotta,Jonathan Hickman,Mike Choi,, Comic, Rated T, $2.99
FF (2011 - 2012),(2011 - 2012),FF (2011) #16,"March 28, 2012",The fallout of the FOREVER and the DOOM storylines. A bold new direction for the Future Foundation and Marvel's first family.,Mike Choi,Jonathan Hickman,,, Comic,, $2.99
FF (2011 - 2012),(2011 - 2012),FF (2011) #10,"October 12, 2011",Ben Grimm returns as Ronan the Accuser and the armies of the Kree Empire invade the Earth!,Steve Epting,Jonathan Hickman,,, Comic,, $2.99
FF (2012 - 2014),(2012 - 2014),FF (2012) #13,"October 23, 2013",Doom the Annihilating Conqueror ascends! Is this the beginning of the end of everything? Who Watches the Wee Watcher? What is the horrible secret of UNDERSPACE? And two students transfer in at the best worst moment imaginable. FINALLY! MORE KIDS!,Mike Allred,Matt Fraction,,, Comic,, $2.99
FF (2012 - 2014),(2012 - 2014),FF (2012) #11,"August 28, 2013",Purple! Green! IMPOSSIBLETOWN!,Mike Allred,Matt Fraction,,, Comic,, $2.99
FF (2012 - 2014),(2012 - 2014),FF (2012) #10,"July 31, 2013","They've handled media mockery, crippling self-doubt, kidnapping, and the greatest fiends the Negative Zone could throw at them -- but can the FF handle...THE SPOOKY KIDS? SHIVER! As they write the names of weird bands you've never heard of ALL OVER their desktops! QUAKE! As they use strange ""slang"" to hide their true conversations! What are they talking about? Could be...ANYTHING. RECOIL! At their monstrous cell phone data plan bills every month. Seriously you have NO IDEA how much these kids use their phones. The generation gap has come for the Future Foundation...BREAK OUT THE BLACK NAIL POLISH!",Mike Allred,Matt Fraction,,, Comic,, $2.99
Figment (2014),(2014),Figment (2014) #4,"September 03, 2014","REVEALING THE ORIGINS OF ONE OF DISNEY'S MOST IMAGINATIVE CHARACTERS! An all-new steampunk fantasy story exploring the never-before-revealed first adventure of the inventor known as Dreamfinder and his famous dragon Figment! Our daring duo explores the realms of imagination, finding friends and foes alike...while back on Earth, a clockwork army assembles under the command of the frightening force known only as The Singular! Acclaimed creators Jim Zub (Skullkickers) and Filipe Andrade (CAPTAIN MARVEL) give a Marvel spin to the mind-expanding attraction Journey Into Imagination!",John Tyler Christopher,Jim Zub,,, Comic,, $3.99
Figment (2014),(2014),Figment (2014) #3,"August 06, 2014","REVEALING THE ORIGINS OF ONE OF DISNEY'S MOST IMAGINATIVE CHARACTERS! An all-new steampunk fantasy story exploring the never-before-revealed first adventure of the inventor known as Dreamfinder and his famous dragon Figment! Our daring duo explores the realms of imagination, finding friends and foes alike...while back on Earth, a clockwork army assembles under the command of the frightening force known only as The Singular! Acclaimed creators Jim Zub (Skullkickers) and Filipe Andrade (CAPTAIN MARVEL) give a Marvel spin to the mind-expanding attraction Journey Into Imagination!",John Tyler Christopher,Jim Zub,,, Comic,, $3.99
Firestar (2010),(2010),Firestar (2010) #1,"April 21, 2010","Angelica Jones has been many things in her life. Daughter. Friend. Fiancée. Mutant. Hellion. New Warrior. Avenger. And, most recently, cancer survivor. Granted a second chance at life, Angelica has only one question for herself: What do I do with it? One-Shot/Rated T ...$3.99",Emma Rios,Sean Mckeever,Justin Theroux,, Comic,, $3.99
First X-Men (2011 - 2013),(2011 - 2013),First X-Men (2011) #1,"August 01, 2012",X-Men legend Neal Adams returns to Marvel’s Mutants!The secret history of the X-Men...BEFORE Xavier’s team!Starring Wolverine & Sabretooth!,Neal Adams,Christos Gage,Neal Adams,, Comic,, $3.99
Foolkiller (2016 - 2017),(2016 - 2017),Foolkiller (2016) #2,"December 14, 2016",Foolkiller versus a bunch of skinheads!! Alone with an arsenal of weapons against an army of Red Skull sympathizers?what could be more fun??,Dalibor Talajic,Max Bemis,Dave Johnson,, Comic,, $3.99
Foolkiller: Short Time (2008),(2008),Foolkiller: Short Time (2008) #1,"July 16, 2008","""SHORT TIME,"" PART 1
Los Angeles. The City of Angels. For a town that thinks it's pretty, there's plenty of ugly to go around. That's where the Foolkiller comes in -- taking a scalpel to warts, expurgating the cancer that grows in society's gut. When an ex-con named Darius Goode is brutally murdered just two days out of Lompoc, it barely makes the police blotter. But when signs point to Goode being the
latest victim of the clandestine hate-crime organization known as the White Angels, the Foolkiller has to get involved. Thus begins a bloody search that takes him from the Hollywood Hills to the city's back alleys and eventually across the path of the one vigilante whose legend exceeds even his own. Yep, him.
Cardstock Cover/Explicit Content ...$3.99",Paul Azaceta,Gregg Hurwitz,Tomm Coker, MAX, Comic, EXPLICIT CONTENT, $3.99
Force Works (1994 - 1996),(1994 - 1996),Force Works (1994) #20,"February 01, 1996","V.I.R.G.I.L. deploys holo-constructs against the Force Works team, forcing Daniels and the Scarlet Witch to find a way to disrupt their main power source!",Hector Oliveira,"Dan Abnett, Andy Lanning",Rene Micheletti,, Comic,, Free
Force Works (1994 - 1996),(1994 - 1996),Force Works (1994) #13,"July 01, 1995","Force Works teams up with Earth's Mightiest Heroes - the Avengers! The heroes take the fight to the Kree cabal called Starstealth, to get revenge for the death of Wonder Man!",Dave Ross,"Dan Abnett, Andy Lanning",Dave Ross,, Comic,, Free
Force Works (1994 - 1996),(1994 - 1996),Force Works (1994) #8,"February 01, 1995","Tis the season for Force Works! In this special holiday issue, the team is planning a big X-mas bash, but they'll have to deal with a surprise gate-crasher!",Stewart Johnson,"Andy Lanning, Dan Abnett",Dave Taylor,, Comic,, Free
Force Works (1994 - 1996),(1994 - 1996),Force Works (1994) #4,"October 01, 1994","Force Works is a long way from home helping to quell a Slorenian civil war, but the problems really being to flare up when the powerful and savage creature known as Ember joins the fray!",Tom Tenney,"Dan Abnett, Andy Lanning",Tom Tenney,, Comic,, Free
Force Works (1994 - 1996),(1994 - 1996),Force Works (1994) #2,"August 01, 1994",The unthinkable has happened - Wonder Man has fallen! And his replacement raises more questions than answers! Who is the enigmatic Century?,Tom Tenney,"Dan Abnett, Andy Lanning",Rey Garcia,, Comic,, Free
Formic Wars: Burning Earth (2011),(2011),Formic Wars: Burning Earth (2011) #6,"June 08, 2011","This is not a war. It's a massacre. The Chinese army is decimated. The countryside smolders in ashes. Nothing and no one has stopped the formics. Bombs, tanks, troops. Fail. Fail. Fail. Until now. Mazer Rackham has teamed up with the Mobile Operations Police, the super elite special forces unit that previously rejected him. Their plan? Destroy a formic lander. How? By going deep underground, down in the formic tunnels . . . where swarms of formics are ready and waiting. Will they turn the tide of war or dig their own graves? The exciting prequel to Ender's Game continues. From bestselling author and science-fiction legend Orson Scott Card.",Giancarlo Caracuzzo,Orson Scott Card,Billy Tan,, Comic,, $3.99
Fortnite X Marvel - Nexus War: Thor (2020),(2020),Fortnite X Marvel - Nexus War: Thor (2020) #1,"August 27, 2020","Galactus, the Devourer of Worlds, is on a mission to consume the universe’s most powerful energy sources. Thor, the King of Asgard, has reluctantly agreed to serve as Galactus’s herald in order to stave off an even greater threat.  But when the two discover an extremely powerful, mysterious source of energy known as the Zero Point, it will take more than the mighty Thor to save reality from Galactus’s deadly conquest! Prepare for an epic battle that will shake the foundations of the Marvel Universe and Fortnite!",Greg Land,Donny Cates,Greg Land,, Comic, No Rating, Free
Fortnite X Marvel - Nexus War: Thor (Arabic) (2020),(Arabic) (2020),,,,,,,,,,
Fortnite X Marvel - Nexus War: Thor (Brazilian Portuguese) (2020),(Brazilian Portuguese) (2020),,,,,,,,,,
Fortnite X Marvel - Nexus War: Thor (Traditional Chinese) (2020),(Traditional Chinese) (2020),,,,,,,,,,
Frankenstein (1973 - 1975),(1973 - 1975),Frankenstein (1973) #10,"May 01, 1974","Vincent Frankenstein claims to be the last surviving member of his all but ruined family. Together, with hunchbacked assistant Ivan, Vincent swears to right the wrongs of his predecessors. Will the Monster learn of Vincent’s true intentions?",Gil Kane,Gary Friedrich,,, Digital Comic, All Ages, Free
Frankenstein (1973 - 1975),(1973 - 1975),Frankenstein (1973) #3,"May 01, 1973","Elizabeth Frankenstein, wife of Victor, succumbs to the wrath of her husband’s creation. Victor pays the ultimate price. Will the monster have his way?",Mike Ploog,Gary Friedrich,Mike Ploog,, Digital Comic, All Ages, Free
Franklin Richards: A Fantastic Year (2018),(2018),Franklin Richards: A Fantastic Year (2018) #1,"September 19, 2018","Collects material From Franklin Richards: Son Of A Genius, Everybody Loves Franklin, Spring Break, March Madness!, April Fools!, Sons Of Geniuses, School’s Out!, Super Summer Spectacular, Fall Football Fiasco!, Dark Reigning Cats And Dogs And Happy Franksgiving! A birthday surprise from his future self kicks off an eventful year for the son of a genius! With best pal H.E.R.B.I.E. by his side, Franklin Richards loves making mischief with his Fantastic father’s inventions — but can any of them make school go by faster? Katie Power wants to be Franklin’s Valentine as he navigates a basketball brouhaha and an April Fools’ fiasco! But will Franklin’s nemesis Kristoff ruin his summer fun in the sun? As baseball season gives way to football fever, Franklin has tricks and treats planned for Halloween — but he’ll soon find interdimensional turkey trouble and a Christmas time warp!",Various,Various,, Marvel Universe, Comic, All Ages, $7.99
Franklin Richards: Fall Football Fiasco! (2007),(2007),Franklin Richards: Fall Football Fiasco! (2007) #1,"November 21, 2007","It's first down and 10,000,000 BC as Franklin Richards hits the field for another batch of terrifically terrifying tales! But it's not just giant lizards our little hero has to worry about. He's also got to deal with visitors from the future, invaders from outer space and some very angry foliage! With five new stories for the price of one, this all-new special is a guaranteed touchdown!
All Ages ...$2.99",Virtual Calligr,"Virtual Calligr, Marc Sumerak",Virtual Calligr, MARVEL ADVENTURES, Comic, ALL AGES, $2.99
Franklin Richards: Happy Franksgiving (2006),(2006),Franklin Richards: Lab Brat (Digest),"February 14, 2007","Move over, Mr. Fantastic - Marvel's First Family has a brand-new star! Franklin Richards finally hits the big time with this collection of all four of his critically acclaimed one-shots! Join Franklin and his robot pal H.E.R.B.I.E. as they head into Reed's lab for all kinds of fantastic fun, amazing adventures and more trouble than you can shake an Ultimate Nullifier at! This compilation is bound to bring out the kid in every reader! Plus: Who is the Masked Marvel?! Collecting FRANKLIN RICHARDS: SON OF A GENIUS, EVERYBODY LOVES FRANKLIN, SUPER SUMMER SPECTACULAR and HAPPY FRANKSGIVING - plus MASKED MARVEL #1-2.
112 PGS./All Ages ...$7.99",,,,,,,
Free Comic Book Day (2009),(2009),Free Comic Book Day (2009) #1,"March 18, 2009",The mighty Thor and both the New and Dark Avengers join forces against the frost-giant Ymir in a battle that will have terrifying consequences for the Marvel Universe--and for these heroes--in the days to come! Top-flight creators Brian Michael Bendis and Jim Cheung combine talents to bring you an absolutely essential all-new touchstone story for what's coming up in the Marvel Universe!,Jim Cheung,Brian Michael Bendis,, Ultimate Universe, Comic, Rated T+, $0.16
"Free Comic Book Day (All-New, All-Different Avengers) (2015)","(All-New, All-Different Avengers) (2015)","Free Comic Book Day (All-New, All-Different Avengers) (2015) #1","May 02, 2015",What better way to celebrate Free Comic Book Day then by assembling Earth's Mightiest-and most popular-Heroes?'Iron Man! Captain America! Thor! Black Widow! Hawkeye! Hulk! Vision! Everyone's favorite heroes take on a dangerous new threat!,"Brandon Peterson, Mahmud Asrar, Jerome Opena","Jim Zub, Charles Soule, Mark Waid",Nick Bradshaw, Marvel Universe, Comic, Rated T+, $0.25
Free Comic Book Day (Guardians of the Galaxy) (2014),(Guardians of the Galaxy) (2014),Free Comic Book Day (Guardians of the Galaxy) (2014) #1,"May 03, 2014",The Guardians are about to welcome two new members – including Captain Marvel and one Mystery Marvel Superstar you’d never expect to see with the Guardians of the Galaxy!,"Giuseppe Camuncoli, Nick Bradshaw","Dan Slott, Brian Michael Bendis",Sara Pichelli, Marvel Universe, Comic, Rated T+, $0.20
Free Comic Book Day (Secret Empire) (2017),(Secret Empire) (2017),Free Comic Book Day (Secret Empire) (2017),"May 05, 2017","The Marvel Universe is under siege from the greatest threat it has ever known! Everything has been leading to this as Nick Spencer and Andrea Sorrentino bring the entire Marvel Universe together for the highly-anticipated SECRET EMPIRE series! UNITED THEY STAND against a common foe, the Avengers, the X-Men, the Defenders, the Champions, the Inhumans, Spider-Man and more must hold together as an unwavering front! Yet even their combined might may not be enough to withstand the awesome power of Hydra! Then, after his globetrotting adventures Spider-Man has returned to his friendly neighborhood as Chip Zdarsky and Paulo Siqueira present a sneak peek at PETER PARKER: THE SPECTACULAR SPIDER-MAN! A new companion series to the best-selling Amazing Spider-Man, Peter Parker is back in the Big Apple he's brought the Ol' Parker Luck with him! Don't miss your first taste of this back-to-basics and high-flying ongoing series!","Andrea Sorrentino, Paulo Siqueira","Chip Zdarsky, Nick Spencer",Mark Brooks,, Comic,, Free
